"ID"	"OrderLoc"	"Location"	"StartLoc"	"TypeEvent"	"Date"	"EndLoc"
2400	2	"AKR"	2005-05-12	"End"	2009-12-30	2009-12-30
2402	1	"SEA"	2001-11-30	"Birth"	2001-11-30	2007-04-26
2402	2	"OMA"	2007-04-26	"Transfer"	2007-04-26	2008-09-02
2402	2	"OMA"	2007-04-26	"Breed"	2008-11-22	2008-09-02
2402	3	"GAR"	2008-09-02	"Transfer"	2008-09-02	2014-03-04
2402	3	"GAR"	2008-09-02	"Breed"	2010-03-14	2014-03-04
2402	3	"GAR"	2008-09-02	"Breed"	2010-12-06	2014-03-04
2402	3	"GAR"	2008-09-02	"Breed"	2011-10-27	2014-03-04
2402	3	"GAR"	2008-09-02	"End"	2014-03-04	2014-03-04
2403	1	"SEA"	2001-11-30	"Birth"	2001-11-30	2003-11-12
2403	2	"ABQ"	2003-11-12	"Transfer"	2003-11-12	2013-11-07
2403	2	"ABQ"	2003-11-12	"Breed"	2007-01-18	2013-11-07
2403	2	"ABQ"	2003-11-12	"Breed"	2008-09-18	2013-11-07
2403	2	"ABQ"	2003-11-12	"Breed"	2009-07-18	2013-11-07
2403	3	"CLE"	2013-11-07	"Transfer"	2013-11-07	2015-10-26
2403	3	"CLE"	2013-11-07	"Breed"	2015-01-22	2015-10-26
2403	4	"OMA"	2015-10-26	"Transfer"	2015-10-26	2017-01-26
2403	4	"OMA"	2015-10-26	"End"	2017-01-26	2017-01-26
2405	1	"CAL"	2002-02-08	"Birth"	2002-02-08	2003-10-09
2405	2	"CRY"	2003-10-09	"Transfer"	2003-10-09	2005-03-22
2405	3	"OAS"	2005-03-22	"Transfer"	2005-03-22	2008-07-13
2405	4	"LAN"	2008-07-13	"Transfer"	2008-07-13	2010-11-02
2405	5	"BOW"	2010-11-02	"Transfer"	2010-11-02	2013-07-14
2405	5	"BOW"	2010-11-02	"End"	2013-07-14	2013-07-14
2406	1	"DUK"	2002-03-04	"Birth"	2002-03-04	2012-05-08
2406	1	"DUK"	2002-03-04	"Breed"	2006-06-01	2012-05-08
2406	1	"DUK"	2002-03-04	"Breed"	2011-02-04	2012-05-08
2406	1	"DUK"	2002-03-04	"End"	2012-05-08	2012-05-08
2407	1	"DUK"	2002-03-04	"Birth"	2002-03-04	2002-03-05
2407	1	"DUK"	2002-03-04	"End"	2002-03-05	2002-03-05
2408	1	"SOZ"	2002-03-25	"Birth"	2002-03-25	2006-06-07
2408	2	"AKR"	2006-06-07	"Transfer"	2006-06-07	2015-03-01
2408	2	"AKR"	2006-06-07	"Breed"	2007-06-15	2015-03-01
2408	2	"AKR"	2006-06-07	"Breed"	2008-04-03	2015-03-01
2408	2	"AKR"	2006-06-07	"Breed"	2008-11-20	2015-03-01
2408	2	"AKR"	2006-06-07	"Breed"	2013-08-21	2015-03-01
2408	2	"AKR"	2006-06-07	"End"	2015-03-01	2015-03-01
2409	1	"SOZ"	2002-03-25	"Birth"	2002-03-25	2009-07-05
2409	1	"SOZ"	2002-03-25	"Breed"	2006-06-18	2009-07-05
2409	1	"SOZ"	2002-03-25	"Breed"	2006-06-20	2009-07-05
2409	2	"ATT"	2009-07-05	"Transfer"	2009-07-05	2019-03-13
2409	2	"ATT"	2009-07-05	"End"	2019-03-13	2019-03-13
2410	1	"PUE"	2002-04-05	"Birth"	2002-04-05	2004-01-13
2410	1	"PUE"	2002-04-05	"End"	2004-01-13	2004-01-13
2411	1	"PUE"	2002-04-05	"Birth"	2002-04-05	2003-11-19
2411	2	"CHI"	2003-11-19	"Transfer"	2003-11-19	2015-04-22
2411	2	"CHI"	2003-11-19	"Breed"	2009-04-25	2015-04-22
2411	3	"BUS"	2015-04-22	"Transfer"	2015-04-22	2015-06-16
2411	3	"BUS"	2015-04-22	"End"	2015-06-16	2015-06-16
2412	1	"MIN"	2002-06-03	"Birth"	2002-06-03	2003-09-01
2412	2	"CHI"	2003-09-01	"Transfer"	2003-09-01	2005-01-28
2412	2	"CHI"	2003-09-01	"End"	2005-01-28	2005-01-28
2413	1	"MIN"	2002-06-03	"Birth"	2002-06-03	2003-10-23
2413	2	"CLE"	2003-10-23	"Transfer"	2003-10-23	2007-08-01
2413	2	"CLE"	2003-10-23	"Breed"	2004-08-20	2007-08-01
2413	2	"CLE"	2003-10-23	"Breed"	2005-12-24	2007-08-01
2413	2	"CLE"	2003-10-23	"Breed"	2007-01-07	2007-08-01
2413	2	"CLE"	2003-10-23	"End"	2007-08-01	2007-08-01
2414	1	"SEA"	2002-11-05	"Birth"	2002-11-05	2003-11-12
2414	2	"ABQ"	2003-11-12	"Transfer"	2003-11-12	2013-11-07
2414	2	"ABQ"	2003-11-12	"Breed"	2010-08-12	2013-11-07
2414	2	"ABQ"	2003-11-12	"Breed"	2011-12-07	2013-11-07
2414	3	"CLE"	2013-11-07	"Transfer"	2013-11-07	2020-04-24
2414	3	"CLE"	2013-11-07	"Breed"	2015-05-18	2020-04-24
2414	3	"CLE"	2013-11-07	"End"	2020-04-24	2020-04-24
2415	1	"SEA"	2002-11-05	"Birth"	2002-11-05	2009-11-12
2415	2	"MEM"	2009-11-12	"Transfer"	2009-11-12	2010-05-12
2415	2	"MEM"	2009-11-12	"End"	2010-05-12	2010-05-12
2415	2	"MEM"	2009-11-12	"Breed"	2010-09-25	2010-05-12
2415	2	"MEM"	2009-11-12	"Breed"	2010-09-27	2010-05-12
2416	1	"CAL"	2002-12-20	"Birth"	2002-12-20	2007-01-01
2416	2	"STL"	2007-01-01	"Transfer"	2007-01-01	2007-10-26
2416	3	"MEM"	2007-10-26	"Transfer"	2007-10-26	2018-05-21
2416	3	"MEM"	2007-10-26	"Breed"	2010-09-25	2018-05-21
2416	3	"MEM"	2007-10-26	"Breed"	2010-09-27	2018-05-21
2416	3	"MEM"	2007-10-26	"End"	2018-05-21	2018-05-21
2417	1	"CAL"	2002-12-20	"Birth"	2002-12-20	2007-09-07
2417	2	"STL"	2007-09-07	"Transfer"	2007-09-07	2007-10-16
2417	3	"NYB"	2007-10-16	"Transfer"	2007-10-16	2016-02-23
2417	3	"NYB"	2007-10-16	"Breed"	2010-12-06	2016-02-23
2417	3	"NYB"	2007-10-16	"Breed"	2011-12-09	2016-02-23
2417	3	"NYB"	2007-10-16	"Breed"	2015-04-10	2016-02-23
2417	3	"NYB"	2007-10-16	"End"	2016-02-23	2016-02-23
2418	1	"PUE"	2003-02-09	"Birth"	2003-02-09	2006-11-08
2418	2	"MIN"	2006-11-08	"Transfer"	2006-11-08	2011-05-04
2418	2	"MIN"	2006-11-08	"Breed"	2010-09-25	2011-05-04
2418	3	"AKR"	2011-05-04	"Transfer"	2011-05-04	2016-01-31
2418	3	"AKR"	2011-05-04	"Breed"	2013-08-21	2016-01-31
2418	3	"AKR"	2011-05-04	"End"	2016-01-31	2016-01-31
2419	1	"PUE"	2003-02-09	"Birth"	2003-02-09	2003-02-13
2419	1	"PUE"	2003-02-09	"End"	2003-02-13	2003-02-13
2420	1	"UND"	2002-01-03	"Birth"	2002-01-03	2002-06-01
2420	2	"USF"	2002-06-01	"Transfer"	2002-06-01	2002-07-24
2420	3	"LOS"	2002-07-24	"Transfer"	2002-07-24	2004-07-27
2420	4	"DUK"	2004-07-27	"Transfer"	2004-07-27	2012-04-04
2420	4	"DUK"	2004-07-27	"End"	2012-04-04	2012-04-04
2420	4	"DUK"	2004-07-27	"Breed"	2012-04-09	2012-04-04
2421	1	"UND"	2001-06-01	"Birth"	2001-06-01	2002-06-01
2421	2	"USF"	2002-06-01	"Transfer"	2002-06-01	2002-07-24
2421	3	"LOS"	2002-07-24	"Transfer"	2002-07-24	2003-02-08
2421	3	"LOS"	2002-07-24	"End"	2003-02-08	2003-02-08
2422	1	"UND"	1997-01-01	"Birth"	1997-01-01	2001-01-01
2422	2	"PUB"	2001-01-01	"Transfer"	2001-01-01	2002-07-16
2422	2	"PUB"	2001-01-01	"Breed"	2001-01-01	2002-07-16
2422	2	"PUB"	2001-01-01	"Breed"	2002-01-01	2002-07-16
2422	3	"MYA"	2002-07-16	"Transfer"	2002-07-16	2003-06-11
2422	4	"AUD"	2003-06-11	"Transfer"	2003-06-11	2003-12-09
2422	5	"DUK"	2003-12-09	"Transfer"	2003-12-09	2017-10-26
2422	5	"DUK"	2003-12-09	"End"	2017-10-26	2017-10-26
2422	NA	"PUB"	NA	"Breed"	2001-01-01	NA
2423	1	"PUB"	2001-01-01	"Birth"	2001-01-01	2002-07-16
2423	2	"MYA"	2002-07-16	"Transfer"	2002-07-16	2003-06-11
2423	3	"AUD"	2003-06-11	"Transfer"	2003-06-11	2004-12-15
2423	4	"CAL"	2004-12-15	"Transfer"	2004-12-15	2007-09-07
2423	5	"STL"	2007-09-07	"Transfer"	2007-09-07	2007-10-16
2423	6	"NYB"	2007-10-16	"Transfer"	2007-10-16	2016-05-21
2423	6	"NYB"	2007-10-16	"Breed"	2010-12-06	2016-05-21
2423	6	"NYB"	2007-10-16	"Breed"	2011-12-09	2016-05-21
2423	6	"NYB"	2007-10-16	"Breed"	2015-04-10	2016-05-21
2423	6	"NYB"	2007-10-16	"End"	2016-05-21	2016-05-21
2424	1	"PUB"	2002-01-01	"Birth"	2002-01-01	2003-06-11
2424	2	"AUD"	2003-06-11	"Transfer"	2003-06-11	2003-12-09
2424	3	"DUK"	2003-12-09	"Transfer"	2003-12-09	2008-08-12
2424	3	"DUK"	2003-12-09	"Breed"	2006-06-01	2008-08-12
2424	3	"DUK"	2003-12-09	"End"	2008-08-12	2008-08-12
2425	1	"CBR"	2003-08-03	"Birth"	2003-08-03	2012-10-26
2425	1	"CBR"	2003-08-03	"End"	2012-10-26	2012-10-26
2426	1	"CBR"	2003-08-03	"Birth"	2003-08-03	2014-05-16
2426	1	"CBR"	2003-08-03	"End"	2014-05-16	2014-05-16
2427	1	"CAL"	2003-09-05	"Birth"	2003-09-05	2007-09-05
2427	2	"STL"	2007-09-05	"Transfer"	2007-09-05	2007-10-25
2427	3	"MEM"	2007-10-25	"Transfer"	2007-10-25	2008-10-10
2427	4	"EVA"	2008-10-10	"Transfer"	2008-10-10	2016-02-08
2427	4	"EVA"	2008-10-10	"End"	2016-02-08	2016-02-08
2428	1	"CAL"	2003-09-05	"Birth"	2003-09-05	2005-09-29
2428	2	"GRA"	2005-09-29	"Transfer"	2005-09-29	2012-08-20
2428	3	"NYB"	2012-08-20	"Transfer"	2012-08-20	2013-10-24
2428	4	"OMA"	2013-10-24	"Transfer"	2013-10-24	2016-03-12
2428	4	"OMA"	2013-10-24	"End"	2016-03-12	2016-03-12
2429	1	"QUE"	2003-10-27	"Birth"	2003-10-27	2006-04-11
2429	2	"GRA"	2006-04-11	"Transfer"	2006-04-11	2012-08-20
2429	3	"NYB"	2012-08-20	"Transfer"	2012-08-20	2014-05-14
2429	4	"EVA"	2014-05-14	"Transfer"	2014-05-14	2020-12-17
2429	4	"EVA"	2014-05-14	"End"	2020-12-17	2020-12-17
2430	1	"PUE"	2003-12-22	"Birth"	2003-12-22	2004-11-09
2430	2	"HOU"	2004-11-09	"Transfer"	2004-11-09	2005-06-15
2430	3	"ATT"	2005-06-15	"Transfer"	2005-06-15	2017-03-27
2430	3	"ATT"	2005-06-15	"End"	2017-03-27	2017-03-27
2431	1	"PUE"	2003-12-22	"Birth"	2003-12-22	2003-12-22
2431	1	"PUE"	2003-12-22	"End"	2003-12-22	2003-12-22
2432	1	"DUK"	1996-04-25	"Birth"	1996-04-25	1996-04-30
2432	1	"DUK"	1996-04-25	"End"	1996-04-30	1996-04-30
2433	1	"OMA"	2000-08-03	"Birth"	2000-08-03	2000-08-03
2433	1	"OMA"	2000-08-03	"End"	2000-08-03	2000-08-03
2434	1	"SEA"	2001-03-17	"Birth"	2001-03-17	2001-03-17
2434	1	"SEA"	2001-03-17	"End"	2001-03-17	2001-03-17
2435	1	"MIN"	2004-08-10	"Birth"	2004-08-10	2006-09-20
2435	2	"ABQ"	2006-09-20	"Transfer"	2006-09-20	2013-10-28
2435	3	"PUE"	2013-10-28	"Transfer"	2013-10-28	2016-05-05
2435	4	"EVA"	2016-05-05	"Transfer"	2016-05-05	2018-04-19
2435	5	"SOZ"	2018-04-19	"Transfer"	2018-04-19	2021-04-29
2435	5	"SOZ"	2018-04-19	"End"	2021-04-29	2021-04-29
2436	1	"MIN"	2004-08-10	"Birth"	2004-08-10	2006-09-20
2436	2	"PHI"	2006-09-20	"Transfer"	2006-09-20	2015-08-25
2436	2	"PHI"	2006-09-20	"Breed"	2008-03-16	2015-08-25
2436	2	"PHI"	2006-09-20	"Breed"	2009-03-27	2015-08-25
2436	2	"PHI"	2006-09-20	"Breed"	2010-02-05	2015-08-25
2436	2	"PHI"	2006-09-20	"Breed"	2010-08-09	2015-08-25
2436	2	"PHI"	2006-09-20	"Breed"	2013-01-26	2015-08-25
2436	3	"SOZ"	2015-08-25	"Transfer"	2015-08-25	2017-08-09
2436	4	"PUE"	2017-08-09	"Transfer"	2017-08-09	2018-12-12
2436	4	"PUE"	2017-08-09	"End"	2018-12-12	2018-12-12
2437	1	"PUE"	2004-08-11	"Birth"	2004-08-11	2004-08-14
2437	1	"PUE"	2004-08-11	"End"	2004-08-14	2004-08-14
2438	1	"PUE"	2004-08-11	"Birth"	2004-08-11	2004-08-14
2438	1	"PUE"	2004-08-11	"End"	2004-08-14	2004-08-14
2439	1	"CAL"	2004-08-22	"Birth"	2004-08-22	2004-08-27
2439	1	"CAL"	2004-08-22	"End"	2004-08-27	2004-08-27
2440	1	"CAL"	2004-08-22	"Birth"	2004-08-22	2004-08-22
2440	1	"CAL"	2004-08-22	"End"	2004-08-22	2004-08-22
2441	1	"SOZ"	2005-01-23	"Birth"	2005-01-23	2005-01-23
2441	1	"SOZ"	2005-01-23	"End"	2005-01-23	2005-01-23
2442	1	"SOZ"	2005-01-23	"Birth"	2005-01-23	2005-01-23
2442	1	"SOZ"	2005-01-23	"End"	2005-01-23	2005-01-23
2444	1	"QUE"	2005-02-15	"Birth"	2005-02-15	2008-06-03
2444	2	"LAN"	2008-06-03	"Transfer"	2008-06-03	2010-11-02
2444	3	"BOW"	2010-11-02	"Transfer"	2010-11-02	2016-07-24
2444	3	"BOW"	2010-11-02	"End"	2016-07-24	2016-07-24
2445	1	"PUE"	2005-03-30	"Birth"	2005-03-30	2005-04-01
2445	1	"PUE"	2005-03-30	"End"	2005-04-01	2005-04-01
2446	1	"PUE"	2005-04-01	"Birth"	2005-04-01	2005-04-01
2446	1	"PUE"	2005-04-01	"End"	2005-04-01	2005-04-01
2447	1	"CAL"	2005-04-09	"Birth"	2005-04-09	2005-04-09
2447	1	"CAL"	2005-04-09	"End"	2005-04-09	2005-04-09
2448	1	"CAL"	2005-04-09	"Birth"	2005-04-09	2005-04-09
2448	1	"CAL"	2005-04-09	"End"	2005-04-09	2005-04-09
2449	1	"SOZ"	2005-09-17	"Birth"	2005-09-17	2006-08-31
2449	2	"ELP"	2006-08-31	"Transfer"	2006-08-31	2017-07-15
2449	2	"ELP"	2006-08-31	"Breed"	2013-04-26	2017-07-15
2449	2	"ELP"	2006-08-31	"Breed"	2014-08-22	2017-07-15
2449	2	"ELP"	2006-08-31	"Breed"	2016-09-28	2017-07-15
2449	2	"ELP"	2006-08-31	"End"	2017-07-15	2017-07-15
2450	1	"SOZ"	2005-09-17	"Birth"	2005-09-17	2008-11-25
2450	2	"WIL"	2008-11-25	"Transfer"	2008-11-25	2011-10-07
2450	3	"CLE"	2011-10-07	"Transfer"	2011-10-07	2020-10-15
2450	3	"CLE"	2011-10-07	"Breed"	2015-05-18	2020-10-15
2450	4	"ELP"	2020-10-15	"Transfer"	2020-10-15	2020-10-15
2450	4	"ELP"	2020-10-15	"End"	2020-10-15	2020-10-15
2451	1	"DUK"	2004-10-02	"Birth"	2004-10-02	2008-10-02
2451	2	"GAR"	2008-10-02	"Transfer"	2008-10-02	2013-11-15
2451	2	"GAR"	2008-10-02	"Breed"	2010-03-14	2013-11-15
2451	2	"GAR"	2008-10-02	"Breed"	2010-12-06	2013-11-15
2451	2	"GAR"	2008-10-02	"Breed"	2011-10-27	2013-11-15
2451	3	"PUE"	2013-11-15	"Transfer"	2013-11-15	2016-02-05
2451	3	"PUE"	2013-11-15	"End"	2016-02-05	2016-02-05
2452	1	"CLE"	2005-12-24	"Birth"	2005-12-24	2005-12-24
2452	1	"CLE"	2005-12-24	"End"	2005-12-24	2005-12-24
2490	1	"CLE"	2004-08-20	"Birth"	2004-08-20	2004-08-24
2490	1	"CLE"	2004-08-20	"End"	2004-08-24	2004-08-24
2493	1	"QUE"	2005-02-15	"Birth"	2005-02-15	2008-06-03
2493	2	"LAN"	2008-06-03	"Transfer"	2008-06-03	2010-11-02
2493	3	"BOW"	2010-11-02	"Transfer"	2010-11-02	2016-07-24
2493	3	"BOW"	2010-11-02	"End"	2016-07-24	2016-07-24
2495	1	"MOO"	2006-03-24	"Birth"	2006-03-24	2006-03-24
2495	1	"MOO"	2006-03-24	"End"	2006-03-24	2006-03-24
2496	1	"MOO"	2006-03-24	"Birth"	2006-03-24	2008-09-17
2496	2	"HOU"	2008-09-17	"Transfer"	2008-09-17	2008-12-17
2496	3	"CLE"	2008-12-17	"Transfer"	2008-12-17	2016-04-19
2496	3	"CLE"	2008-12-17	"Breed"	2009-11-06	2016-04-19
2496	3	"CLE"	2008-12-17	"Breed"	2015-01-22	2016-04-19
2496	4	"DUK"	2016-04-19	"Transfer"	2016-04-19	2017-06-07
2496	4	"DUK"	2016-04-19	"Breed"	2017-01-18	2017-06-07
2496	4	"DUK"	2016-04-19	"End"	2017-06-07	2017-06-07
2498	1	"DUK"	2006-06-01	"Birth"	2006-06-01	2015-06-17
2498	1	"DUK"	2006-06-01	"Breed"	2010-09-17	2015-06-17
2498	1	"DUK"	2006-06-01	"Breed"	2012-06-20	2015-06-17
2498	1	"DUK"	2006-06-01	"End"	2015-06-17	2015-06-17
2499	1	"DUK"	2006-06-01	"Birth"	2006-06-01	2008-10-02
2499	2	"OMA"	2008-10-02	"Transfer"	2008-10-02	2017-03-04
2499	2	"OMA"	2008-10-02	"End"	2017-03-04	2017-03-04
2500	1	"SOZ"	2006-06-18	"Birth"	2006-06-18	2008-09-17
2500	2	"OMA"	2008-09-17	"Transfer"	2008-09-17	2013-12-18
2500	2	"OMA"	2008-09-17	"End"	2013-12-18	2013-12-18
2501	1	"CLE"	2007-01-07	"Birth"	2007-01-07	2009-11-06
2501	1	"CLE"	2007-01-07	"Breed"	2009-11-06	2009-11-06
2501	1	"CLE"	2007-01-07	"End"	2009-11-06	2009-11-06
2502	1	"CLE"	2007-01-07	"Birth"	2007-01-07	2009-05-05
2502	2	"DUK"	2009-05-05	"Transfer"	2009-05-05	2019-09-10
2502	2	"DUK"	2009-05-05	"Breed"	2010-09-17	2019-09-10
2502	2	"DUK"	2009-05-05	"Breed"	2012-06-20	2019-09-10
2502	2	"DUK"	2009-05-05	"Breed"	2017-01-18	2019-09-10
2502	3	"EVA"	2019-09-10	"Transfer"	2019-09-10	2019-09-10
2502	3	"EVA"	2019-09-10	"End"	2019-09-10	2019-09-10
2502	3	"EVA"	2019-09-10	"Breed"	2020-10-27	2019-09-10
2503	1	"ABQ"	2007-01-18	"Birth"	2007-01-18	2007-01-24
2503	1	"ABQ"	2007-01-18	"End"	2007-01-24	2007-01-24
2504	1	"ABQ"	2007-01-18	"Birth"	2007-01-18	2009-06-25
2504	2	"PRO"	2009-06-25	"Transfer"	2009-06-25	2022-10-26
2504	3	"ELP"	2022-10-26	"Transfer"	2022-10-26	2025-03-26
2504	3	"ELP"	2022-10-26	"End"	2025-03-26	2025-03-26
2505	1	"SOZ"	2006-06-20	"Birth"	2006-06-20	2006-06-20
2505	1	"SOZ"	2006-06-20	"End"	2006-06-20	2006-06-20
2506	1	"PUE"	2006-04-06	"Birth"	2006-04-06	2008-10-29
2506	2	"CLE"	2008-10-29	"Transfer"	2008-10-29	2012-07-28
2506	2	"CLE"	2008-10-29	"Breed"	2009-08-14	2012-07-28
2506	2	"CLE"	2008-10-29	"End"	2012-07-28	2012-07-28
2507	1	"PUE"	2006-04-06	"Birth"	2006-04-06	2008-07-09
2507	2	"OMA"	2008-07-09	"Transfer"	2008-07-09	2015-11-04
2507	2	"OMA"	2008-07-09	"End"	2015-11-04	2015-11-04
2600	1	"AKR"	2008-11-20	"Birth"	2008-11-20	2010-03-13
2600	2	"CIN"	2010-03-13	"Transfer"	2010-03-13	2018-06-22
2600	2	"CIN"	2010-03-13	"End"	2018-06-22	2018-06-22
2601	1	"MOO"	2008-03-12	"Birth"	2008-03-12	2008-03-13
2601	1	"MOO"	2008-03-12	"End"	2008-03-13	2008-03-13
2602	1	"MOO"	2008-03-12	"Birth"	2008-03-12	2008-04-05
2602	1	"MOO"	2008-03-12	"End"	2008-04-05	2008-04-05
2603	1	"OMA"	2008-11-22	"Birth"	2008-11-22	2008-11-22
2603	1	"OMA"	2008-11-22	"End"	2008-11-22	2008-11-22
2604	1	"PHI"	2008-03-16	"Birth"	2008-03-16	2008-03-20
2604	1	"PHI"	2008-03-16	"End"	2008-03-20	2008-03-20
2605	1	"PHI"	2008-03-16	"Birth"	2008-03-16	2009-07-09
2605	2	"PRO"	2009-07-09	"Transfer"	2009-07-09	2015-10-08
2605	3	"AKR"	2015-10-08	"Transfer"	2015-10-08	2015-10-08
2605	3	"AKR"	2015-10-08	"End"	2015-10-08	2015-10-08
2606	1	"PUE"	2008-02-12	"Birth"	2008-02-12	2008-02-12
2606	1	"PUE"	2008-02-12	"End"	2008-02-12	2008-02-12
2607	1	"ABQ"	2008-09-18	"Birth"	2008-09-18	2018-12-18
2607	2	"SOZ"	2018-12-18	"Transfer"	2018-12-18	2019-02-01
2607	2	"SOZ"	2018-12-18	"Breed"	2019-01-31	2019-02-01
2607	2	"SOZ"	2018-12-18	"End"	2019-02-01	2019-02-01
2608	1	"ABQ"	2008-09-18	"Birth"	2008-09-18	2009-08-27
2608	2	"DUK"	2009-08-27	"Transfer"	2009-08-27	2017-06-20
2608	2	"DUK"	2009-08-27	"Breed"	2011-02-04	2017-06-20
2608	2	"DUK"	2009-08-27	"Breed"	2012-04-09	2017-06-20
2608	3	"AKR"	2017-06-20	"Transfer"	2017-06-20	2021-01-19
2608	3	"AKR"	2017-06-20	"Breed"	2019-05-16	2021-01-19
2608	3	"AKR"	2017-06-20	"End"	2021-01-19	2021-01-19
2609	1	"CLE"	2009-08-14	"Birth"	2009-08-14	2012-06-13
2609	2	"MEM"	2012-06-13	"Transfer"	2012-06-13	2016-04-23
2609	3	"OMA"	2016-04-23	"Transfer"	2016-04-23	2016-05-28
2609	3	"OMA"	2016-04-23	"End"	2016-05-28	2016-05-28
2610	1	"CLE"	2009-11-06	"Birth"	2009-11-06	2009-11-06
2610	1	"CLE"	2009-11-06	"End"	2009-11-06	2009-11-06
2611	1	"MOO"	2009-05-13	"Birth"	2009-05-13	2009-05-22
2611	1	"MOO"	2009-05-13	"End"	2009-05-22	2009-05-22
2612	1	"PHI"	2009-03-27	"Birth"	2009-03-27	2009-03-30
2612	1	"PHI"	2009-03-27	"End"	2009-03-30	2009-03-30
2613	1	"ABQ"	2009-07-18	"Birth"	2009-07-18	2009-07-23
2613	1	"ABQ"	2009-07-18	"End"	2009-07-23	2009-07-23
2614	1	"ABQ"	2009-07-18	"Birth"	2009-07-18	2018-12-18
2614	2	"SOZ"	2018-12-18	"Transfer"	2018-12-18	2019-11-05
2614	3	"PUE"	2019-11-05	"Transfer"	2019-11-05	2025-03-26
2614	3	"PUE"	2019-11-05	"End"	2025-03-26	2025-03-26
2615	1	"CHI"	2009-04-25	"Birth"	2009-04-25	2009-04-25
2615	1	"CHI"	2009-04-25	"End"	2009-04-25	2009-04-25
2616	1	"CHI"	2009-04-25	"Birth"	2009-04-25	2009-04-25
2616	1	"CHI"	2009-04-25	"End"	2009-04-25	2009-04-25
2617	1	"PHI"	2010-02-05	"Birth"	2010-02-05	2025-03-26
2617	1	"PHI"	2010-02-05	"End"	2025-03-26	2025-03-26
2618	1	"PHI"	2010-02-05	"Birth"	2010-02-05	2010-02-07
2618	1	"PHI"	2010-02-05	"End"	2010-02-07	2010-02-07
2622	1	"DUK"	2010-09-17	"Birth"	2010-09-17	2016-02-08
2622	2	"MEM"	2016-02-08	"Transfer"	2016-02-08	2019-05-16
2622	3	"CIN"	2019-05-16	"Transfer"	2019-05-16	2025-03-26
2622	3	"CIN"	2019-05-16	"Breed"	2025-01-01	2025-03-26
2622	3	"CIN"	2019-05-16	"End"	2025-03-26	2025-03-26
2623	1	"DUK"	2010-09-17	"Birth"	2010-09-17	2011-12-01
2623	2	"SOZ"	2011-12-01	"Transfer"	2011-12-01	2014-05-14
2623	3	"NYB"	2014-05-14	"Transfer"	2014-05-14	2025-03-26
2623	3	"NYB"	2014-05-14	"Breed"	2015-03-01	2025-03-26
2623	3	"NYB"	2014-05-14	"Breed"	2015-03-04	2025-03-26
2623	3	"NYB"	2014-05-14	"Breed"	2020-03-11	2025-03-26
2623	3	"NYB"	2014-05-14	"Breed"	2021-03-11	2025-03-26
2623	3	"NYB"	2014-05-14	"End"	2025-03-26	2025-03-26
2624	1	"GAR"	2010-03-14	"Birth"	2010-03-14	2017-10-25
2624	2	"DUK"	2017-10-25	"Transfer"	2017-10-25	2017-11-22
2624	2	"DUK"	2017-10-25	"End"	2017-11-22	2017-11-22
2625	1	"GAR"	2010-12-06	"Birth"	2010-12-06	2011-10-13
2625	2	"CIN"	2011-10-13	"Transfer"	2011-10-13	2020-03-03
2625	2	"CIN"	2011-10-13	"End"	2020-03-03	2020-03-03
2626	1	"GAR"	2010-12-06	"Birth"	2010-12-06	2014-04-22
2626	2	"CBR"	2014-04-22	"Transfer"	2014-04-22	2022-11-02
2626	2	"CBR"	2014-04-22	"Breed"	2015-04-24	2022-11-02
2626	2	"CBR"	2014-04-22	"Breed"	2015-04-28	2022-11-02
2626	2	"CBR"	2014-04-22	"Breed"	2016-11-03	2022-11-02
2626	2	"CBR"	2014-04-22	"Breed"	2020-08-26	2022-11-02
2626	3	"MIL"	2022-11-02	"Transfer"	2022-11-02	2025-03-26
2626	3	"MIL"	2022-11-02	"End"	2025-03-26	2025-03-26
2627	1	"MIN"	2010-09-25	"Birth"	2010-09-25	2010-09-25
2627	1	"MIN"	2010-09-25	"End"	2010-09-25	2010-09-25
2628	1	"MIN"	2010-09-25	"Birth"	2010-09-25	2010-09-25
2628	1	"MIN"	2010-09-25	"End"	2010-09-25	2010-09-25
2629	1	"MIN"	2010-09-25	"Birth"	2010-09-25	2010-09-25
2629	1	"MIN"	2010-09-25	"End"	2010-09-25	2010-09-25
2630	1	"MOO"	2010-03-22	"Birth"	2010-03-22	2021-06-15
2630	1	"MOO"	2010-03-22	"Breed"	2020-01-16	2021-06-15
2630	2	"CIN"	2021-06-15	"Transfer"	2021-06-15	2025-03-26
2630	2	"CIN"	2021-06-15	"Breed"	2025-01-01	2025-03-26
2630	2	"CIN"	2021-06-15	"End"	2025-03-26	2025-03-26
2631	1	"MOO"	2010-03-22	"Birth"	2010-03-22	2014-02-20
2631	2	"CBR"	2014-02-20	"Transfer"	2014-02-20	2022-11-02
2631	2	"CBR"	2014-02-20	"Breed"	2015-04-24	2022-11-02
2631	2	"CBR"	2014-02-20	"Breed"	2015-04-28	2022-11-02
2631	2	"CBR"	2014-02-20	"Breed"	2016-11-03	2022-11-02
2631	2	"CBR"	2014-02-20	"Breed"	2020-08-26	2022-11-02
2631	3	"MIL"	2022-11-02	"Transfer"	2022-11-02	2025-03-26
2631	3	"MIL"	2022-11-02	"End"	2025-03-26	2025-03-26
2632	1	"PHI"	2010-08-09	"Birth"	2010-08-09	2012-02-01
